product_name,brand_slug,category_slug,subcategory,gender,price,original_price,availability,product_url,product_image_url,store_slug
nano Le City bag,balenciaga,bags,Bags,Women,1358.23,1358.23,In Stock,https://www.farfetch.com/shopping/women/balenciaga-nano-le-city-bag-item-36173168.aspx,https://cdn-images.farfetch-contents.com/36/17/31/68/36173168_71303289_480.jpg,farfetch-store
logo short-sleeves T-shirt,balenciaga,clothing,Clothing,Women,477.22,477.22,In Stock,https://www.farfetch.com/shopping/women/balenciaga-logo-short-sleeves-t-shirt-item-33293077.aspx,https://cdn-images.farfetch-contents.com/33/29/30/77/33293077_63898525_480.jpg,farfetch-store
track trainers in black,balenciaga,clothing,Clothing,Women,905.06,905.06,In Stock,https://www.farfetch.com/shopping/women/balenciaga-track-trainers-in-black-item-13407941.aspx,https://cdn-images.farfetch-contents.com/13/40/79/41/13407941_54383264_480.jpg,farfetch-store
two-button cotton blazer,balenciaga,clothing,Clothing,Women,1436.71,3422.78,In Stock,https://www.farfetch.com/shopping/women/balenciaga-two-button-cotton-blazer-item-23731275.aspx,https://cdn-images.farfetch-contents.com/23/73/12/75/23731275_54972261_480.jpg,farfetch-store
Los Angeles city print layered dress,balenciaga,dresses,Dresses,Women,1387.34,1759.49,In Stock,https://www.farfetch.com/shopping/women/balenciaga-los-angeles-city-print-layered-dress-item-31022069.aspx,https://cdn-images.farfetch-contents.com/31/02/20/69/31022069_60182283_480.jpg,farfetch-store
Le City charm-detail long card holder,balenciaga,clothing,Clothing,Women,486.08,486.08,In Stock,https://www.farfetch.com/shopping/women/balenciaga-le-city-charm-detail-long-car-holder-item-36908586.aspx,https://cdn-images.farfetch-contents.com/36/90/85/86/36908586_69261361_480.jpg,farfetch-store
Gaeta leopard-print wedge sandals,balenciaga,shoes,Shoes,Women,884.81,884.81,In Stock,https://www.farfetch.com/shopping/women/balenciaga-gaeta-leopard-print-wedge-sandals-item-37173783.aspx,https://cdn-images.farfetch-contents.com/37/17/37/83/37173783_69746943_480.jpg,farfetch-store
Le City tote bag,balenciaga,bags,Bags,Women,2145.57,2145.57,In Stock,https://www.farfetch.com/shopping/women/balenciaga-le-city-tote-bag-item-34943211.aspx,https://cdn-images.farfetch-contents.com/34/94/32/11/34943211_66387360_480.jpg,farfetch-store
Cagole thong sandal in black,balenciaga,shoes,Shoes,Women,393.67,393.67,In Stock,https://www.farfetch.com/shopping/women/balenciaga-cagole-thong-sandal-in-black-item-22983073.aspx,https://cdn-images.farfetch-contents.com/22/98/30/73/22983073_54150608_480.jpg,farfetch-store
small Envelope wallet with chain,saint-laurent,bags,Bags,Women,1054.35,1054.35,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-kleines-envelope-portemonnaie-mit-kette-item-32633645.aspx,https://cdn-images.farfetch-contents.com/32/63/36/45/32633645_62867745_480.jpg,farfetch-store
compact Cassandre wallet,saint-laurent,bags,Bags,Women,372.83,372.83,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-kompaktes-cassandre-portemonnaie-item-14565511.aspx,https://cdn-images.farfetch-contents.com/14/56/55/11/14565511_56392356_480.jpg,farfetch-store
Cassandre clutch,saint-laurent,bags,Bags,Women,1410.87,1410.87,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-cassandre-clutch-item-12101723.aspx,https://cdn-images.farfetch-contents.com/12/10/17/23/12101723_54570770_480.jpg,farfetch-store
Cassandre leather belt,saint-laurent,accessories,Accessories,Women,418.48,418.48,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-cassandre-gurtel-aus-leder-item-14360495.aspx,https://cdn-images.farfetch-contents.com/14/36/04/95/14360495_54374618_480.jpg,farfetch-store
Le Loafer smooth leather shoes,saint-laurent,shoes,Shoes,Women,972.83,972.83,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-le-loafer-schuhe-aus-glattem-leder-item-37418940.aspx,https://cdn-images.farfetch-contents.com/37/41/89/40/37418940_70217415_480.jpg,farfetch-store
medium clutch with monogram,saint-laurent,bags,Bags,Women,706.52,706.52,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-mittelgroe-clutch-mit-monogramm-item-15102614.aspx,https://cdn-images.farfetch-contents.com/15/10/26/14/15102614_25725705_480.jpg,farfetch-store
Opyum sandals with logo heel,saint-laurent,shoes,Shoes,Women,1217.39,1217.39,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-opyum-sandalen-mit-logo-absatz-item-21992960.aspx,https://cdn-images.farfetch-contents.com/21/99/29/60/21992960_65046420_480.jpg,farfetch-store
mini Le 5 à 7 shoulder bag,saint-laurent,bags,Bags,Women,1590.22,1590.22,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-mini-le-5-a-7-schultertasche-item-18429506.aspx,https://cdn-images.farfetch-contents.com/18/42/95/06/18429506_54809843_480.jpg,farfetch-store
shoulder bag with logo plaque,saint-laurent,bags,Bags,Women,1318.48,1318.48,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-schultertasche-mit-logo-schild-item-32066818.aspx,https://cdn-images.farfetch-contents.com/32/06/68/18/32066818_62037516_480.jpg,farfetch-store
Cassandre card holder,saint-laurent,clothing,Clothing,Women,300.0,300.0,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-cassandre-kartenetui-item-11637389.aspx,https://cdn-images.farfetch-contents.com/11/63/73/89/11637389_54975450_480.jpg,farfetch-store
Cassandre metal and rhinestone bracelet,saint-laurent,jewelry-accessories,Jewelry-Accessories,Women,380.43,380.43,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-cassandre-armband-aus-metall-und-strass-item-22658790.aspx,https://cdn-images.farfetch-contents.com/22/65/87/90/22658790_60128052_480.jpg,farfetch-store
loafer with logo plaque,saint-laurent,shoes,Shoes,Women,972.83,972.83,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-loafer-mit-logo-schild-item-32043126.aspx,https://cdn-images.farfetch-contents.com/32/04/31/26/32043126_61810381_480.jpg,farfetch-store
high-waisted jeans,saint-laurent,clothing,Clothing,Women,916.3,916.3,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-jeans-mit-hohem-bund-item-33992372.aspx,https://cdn-images.farfetch-contents.com/33/99/23/72/33992372_65500950_480.jpg,farfetch-store
Babylone smooth leather mules,saint-laurent,shoes,Shoes,Women,1050.0,1050.0,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-babylone-mules-aus-glattem-leder-item-30108825.aspx,https://cdn-images.farfetch-contents.com/30/10/88/25/30108825_59192890_480.jpg,farfetch-store
classic belt,saint-laurent,accessories,Accessories,Women,444.57,444.57,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-klassischer-gurtel-item-37856314.aspx,https://cdn-images.farfetch-contents.com/37/85/63/14/37856314_71537729_480.jpg,farfetch-store
quilted shoulder bag,saint-laurent,bags,Bags,Women,1158.7,1158.7,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-gesteppte-schultertasche-item-16080674.aspx,https://cdn-images.farfetch-contents.com/16/08/06/74/16080674_54575355_480.jpg,farfetch-store
Gaby shoulder bag,saint-laurent,bags,Bags,Women,2010.87,2010.87,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-gaby-umhangetasche-item-22350893.aspx,https://cdn-images.farfetch-contents.com/22/35/08/93/22350893_54809861_480.jpg,farfetch-store
Cassandre card holder (2),saint-laurent,clothing,Clothing,Women,393.48,393.48,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-cassandre-kartenetui-item-14339053.aspx,https://cdn-images.farfetch-contents.com/14/33/90/53/14339053_54156605_480.jpg,farfetch-store
ruched loafer with logo plaque,saint-laurent,shoes,Shoes,Women,1058.7,1058.7,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-geraffte-loafer-mit-logo-schild-item-33136763.aspx,https://cdn-images.farfetch-contents.com/33/13/67/63/33136763_64682762_480.jpg,farfetch-store
earrings with monogram,saint-laurent,jewelry-accessories,Jewelry-Accessories,Women,507.61,507.61,In Stock,https://www.farfetch.com/shopping/women/saint-laurent-ohrringe-mit-monogramm-item-20019985.aspx,https://cdn-images.farfetch-contents.com/20/01/99/85/20019985_45036899_480.jpg,farfetch-store
lace bodysuit,valentino,clothing,Clothing,Women,2100.0,2100.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-body-de-encaje-item-35649254.aspx,https://cdn-images.farfetch-contents.com/35/64/92/54/35649254_70191639_480.jpg,farfetch-store
Panthea medium shoulder bag,valentino,bags,Bags,Women,3800.0,3800.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-bolsa-de-hombro-panthea-mediana-item-35662898.aspx,https://cdn-images.farfetch-contents.com/35/66/28/98/35662898_67104517_480.jpg,farfetch-store
Rockstud sneakers with 100mm heel,valentino,shoes,Shoes,Women,1091.0,1091.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-zapatillas-rockstud-con-tacon-de-100mm-item-35649457.aspx,https://cdn-images.farfetch-contents.com/35/64/94/57/35649457_68046138_480.jpg,farfetch-store
small Antibes tote bag,valentino,bags,Bags,Women,2650.0,2650.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-tote-antibes-pequena-item-35664003.aspx,https://cdn-images.farfetch-contents.com/35/66/40/03/35664003_69133050_480.jpg,farfetch-store
Canestrello cotton tweed top,valentino,clothing,Clothing,Women,1200.0,1200.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-top-canestrello-de-tweed-de-algodon-item-35656806.aspx,https://cdn-images.farfetch-contents.com/35/65/68/06/35656806_67591719_480.jpg,farfetch-store
VLogo straight jeans,valentino,clothing,Clothing,Women,1600.0,1600.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-jeans-rectos-vlogo-item-36670205.aspx,https://cdn-images.farfetch-contents.com/36/67/02/05/36670205_68860368_480.jpg,farfetch-store
Mool Mouliné sweater,valentino,clothing,Clothing,Women,1350.0,1350.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-sueter-mool-mouline-item-35656742.aspx,https://cdn-images.farfetch-contents.com/35/65/67/42/35656742_69146116_480.jpg,farfetch-store
VLogo Signature earrings with Swarovski crystals,valentino,jewelry-accessories,Jewelry-Accessories,Women,290.0,290.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-aretes-vlogo-signature-de-metal-y-cristales-de-swarovski-item-36074537.aspx,https://cdn-images.farfetch-contents.com/36/07/45/37/36074537_67679142_480.jpg,farfetch-store
lace midi skirt,valentino,clothing,Clothing,Women,2080.0,2080.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-falda-midi-de-encaje-item-35836108.aspx,https://cdn-images.farfetch-contents.com/35/83/61/08/35836108_67479696_480.jpg,farfetch-store
Rockstud leather sandals,valentino,shoes,Shoes,Women,1150.0,1150.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-sandalias-rockstud-de-piel-item-34450037.aspx,https://cdn-images.farfetch-contents.com/34/45/00/37/34450037_69348138_480.jpg,farfetch-store
small embroidered Locò shoulder bag,valentino,bags,Bags,Women,4300.0,4300.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-bolsa-de-hombro-loco-pequena-con-bordado-item-36612327.aspx,https://cdn-images.farfetch-contents.com/36/61/23/27/36612327_68683629_480.jpg,farfetch-store
blanket top with floral stamps,valentino,clothing,Clothing,Women,1750.0,1750.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-top-en-frazada-con-sellos-florales-item-36619159.aspx,https://cdn-images.farfetch-contents.com/36/61/91/59/36619159_68656172_480.jpg,farfetch-store
Resort shoes with 75mm wedge,valentino,shoes,Shoes,Women,890.0,890.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-zapatos-resort-con-cuna-de-75mm-item-36620000.aspx,https://cdn-images.farfetch-contents.com/36/62/00/00/36620000_68733579_480.jpg,farfetch-store
blanket midi skirt with floral stamps,valentino,clothing,Clothing,Women,3600.0,3600.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-falda-midi-en-frazada-con-sellos-florales-item-36619387.aspx,https://cdn-images.farfetch-contents.com/36/61/93/87/36619387_68655673_480.jpg,farfetch-store
embroidered Couture linen top,valentino,clothing,Clothing,Women,4200.0,4200.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-embroidered-couture-linen-top-item-36619389.aspx,https://cdn-images.farfetch-contents.com/36/61/93/89/36619389_68655588_480.jpg,farfetch-store
embroidered Couture linen shorts,valentino,clothing,Clothing,Women,2600.0,2600.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-embroidered-couture-linen-shorts-item-36620002.aspx,https://cdn-images.farfetch-contents.com/36/62/00/02/36620002_68655596_480.jpg,farfetch-store
Rockstud sandals 45mm,valentino,shoes,Shoes,Women,980.0,980.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-sandalias-rockstud-de-45mm-item-35659807.aspx,https://cdn-images.farfetch-contents.com/35/65/98/07/35659807_67104629_480.jpg,farfetch-store
raffia bag with geometric motif,valentino,bags,Bags,Women,870.0,870.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-bolsa-de-rafia-con-motivo-geometrico-item-36612361.aspx,https://cdn-images.farfetch-contents.com/36/61/23/61/36612361_68656171_480.jpg,farfetch-store
Rockstud rubber slippers,valentino,clothing,Clothing,Women,520.0,520.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-slippers-rockstud-de-goma-item-34077983.aspx,https://cdn-images.farfetch-contents.com/34/07/79/83/34077983_68035040_480.jpg,farfetch-store
short blanket skirt with floral stamps,valentino,clothing,Clothing,Women,1600.0,1600.0,In Stock,https://www.farfetch.com/shopping/women/valentino-garavani-falda-corta-en-frazada-con-sellos-florales-item-36618820.aspx,https://cdn-images.farfetch-contents.com/36/61/88/20/36618820_68655986_480.jpg,farfetch-store
EXCLUSIVE Linda double-breasted jacket,dolce-gabbana,clothing,Clothing,Women,4045.0,4045.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-linda-double-breasted-jacket-item-35853576.aspx,https://cdn-images.farfetch-contents.com/35/85/35/76/35853576_70008597_480.jpg,farfetch-store
medium My Sicily handbag in split calfskin,dolce-gabbana,bags,Bags,Women,3895.0,3895.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-medium-my-sicily-handbag-in-split-calfskin-item-37681574.aspx,https://cdn-images.farfetch-contents.com/37/68/15/74/37681574_70666041_480.jpg,farfetch-store
cashmere Serafino pullover,dolce-gabbana,clothing,Clothing,Women,2645.0,2645.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-cashmere-serafino-pullover-item-35855046.aspx,https://cdn-images.farfetch-contents.com/35/85/50/46/35855046_70008938_480.jpg,farfetch-store
five-pocket denim jeans,dolce-gabbana,clothing,Clothing,Women,1045.0,1045.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-five-pocket-denim-jeans-item-35853988.aspx,https://cdn-images.farfetch-contents.com/35/85/39/88/35853988_70287269_480.jpg,farfetch-store
medium Sicily rose-print crystal-embellished tote bag,dolce-gabbana,bags,Bags,Women,4795.0,4795.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-medium-sicily-rose-print-crystal-embellished-tote-bag-item-36920250.aspx,https://cdn-images.farfetch-contents.com/36/92/02/50/36920250_70106173_480.jpg,farfetch-store
rose-print charmeuse midi dress,dolce-gabbana,dresses,Dresses,Women,4195.0,4195.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-rose-print-charmeuse-midi-dress-item-35853716.aspx,https://cdn-images.farfetch-contents.com/35/85/37/16/35853716_70679936_480.jpg,farfetch-store
EXCLUSIVE lace midi dress,dolce-gabbana,dresses,Dresses,Women,3495.0,3495.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-lace-midi-dress-item-35853712.aspx,https://cdn-images.farfetch-contents.com/35/85/37/12/35853712_70611523_480.jpg,farfetch-store
satin sandals with flower,dolce-gabbana,shoes,Shoes,Women,2545.0,2545.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-satin-sandals-with-flower-item-35853299.aspx,https://cdn-images.farfetch-contents.com/35/85/32/99/35853299_70615962_480.jpg,farfetch-store
jersey T-shirt,dolce-gabbana,clothing,Clothing,Women,845.0,845.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-jersey-t-shirt-item-35853838.aspx,https://cdn-images.farfetch-contents.com/35/85/38/38/35853838_69190309_480.jpg,farfetch-store
leo-print viscose jersey skirt,dolce-gabbana,clothing,Clothing,Women,1945.0,1945.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-leo-print-viscose-jersey-skirt-item-35853604.aspx,https://cdn-images.farfetch-contents.com/35/85/36/04/35853604_69195362_480.jpg,farfetch-store
leo kid-leather slingbacks,dolce-gabbana,shoes,Shoes,Women,1745.0,1745.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-leo-kid-leather-slingbacks-item-35853217.aspx,https://cdn-images.farfetch-contents.com/35/85/32/17/35853217_69404010_480.jpg,farfetch-store
EXCLUSIVE leo-print sheer dress,dolce-gabbana,dresses,Dresses,Women,4895.0,4895.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-exclusive-leo-print-sheer-dress-item-35853671.aspx,https://cdn-images.farfetch-contents.com/35/85/36/71/35853671_69190494_480.jpg,farfetch-store
double-breasted pinstripe wool jacket,dolce-gabbana,clothing,Clothing,Women,4195.0,4195.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-double-breasted-pinstripe-wool-jacket-item-35853561.aspx,https://cdn-images.farfetch-contents.com/35/85/35/61/35853561_70027962_480.jpg,farfetch-store
DG-logo clip earrings,dolce-gabbana,jewelry-accessories,Jewelry-Accessories,Women,645.0,645.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-dg-logo-clip-earrings-item-35854599.aspx,https://cdn-images.farfetch-contents.com/35/85/45/99/35854599_70015270_480.jpg,farfetch-store
wool skirt,dolce-gabbana,clothing,Clothing,Women,1645.0,1645.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-wool-skirt-item-35853627.aspx,https://cdn-images.farfetch-contents.com/35/85/36/27/35853627_70014237_480.jpg,farfetch-store
logo-detail pointed-toe pumps,dolce-gabbana,shoes,Shoes,Women,1095.0,1095.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-logo-detail-pointed-toe-pumps-item-35853223.aspx,https://cdn-images.farfetch-contents.com/35/85/32/23/35853223_70482432_480.jpg,farfetch-store
Turlington single-breasted jacket in pinstripe wool,dolce-gabbana,clothing,Clothing,Women,3895.0,3895.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-turlington-single-breasted-jacket-in-pinstripe-wool-item-35853542.aspx,https://cdn-images.farfetch-contents.com/35/85/35/42/35853542_70008895_480.jpg,farfetch-store
bow-detail long-sleeve sweater,dolce-gabbana,clothing,Clothing,Women,2045.0,2045.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-bow-detail-long-sleeve-sweater-item-35855073.aspx,https://cdn-images.farfetch-contents.com/35/85/50/73/35855073_70765992_480.jpg,farfetch-store
lace flat slides,dolce-gabbana,shoes,Shoes,Women,925.0,925.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-lace-flat-slides-item-35853272.aspx,https://cdn-images.farfetch-contents.com/35/85/32/72/35853272_70612681_480.jpg,farfetch-store
pinstripe wool trousers,dolce-gabbana,clothing,Clothing,Women,1145.0,1145.0,In Stock,https://www.farfetch.com/shopping/women/dolce-gabbana-pinstripe-wool-trousers-item-35853911.aspx,https://cdn-images.farfetch-contents.com/35/85/39/11/35853911_70014690_480.jpg,farfetch-store
tote bag with shoulder strap,armani,bags,Bags,Women,3076.67,3076.67,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tote-com-alca-de-ombro-item-15492634.aspx,https://cdn-images.farfetch-contents.com/15/49/26/34/15492634_27602753_480.jpg,farfetch-store
shoulder bag with logo,armani,bags,Bags,Women,3076.67,3076.67,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tiracolo-com-logo-item-15203758.aspx,https://cdn-images.farfetch-contents.com/15/20/37/58/15203758_26191955_480.jpg,farfetch-store
shoulder bag with logo (2),armani,bags,Bags,Women,3076.67,3076.67,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-bolsa-tiracolo-com-logo-item-15127609.aspx,https://cdn-images.farfetch-contents.com/15/12/76/09/15127609_25750008_480.jpg,farfetch-store
embroidered cotton jacket,armani,clothing,Clothing,Women,4707.04,4707.04,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-jaqueta-de-algodao-com-bordado-item-37449992.aspx,https://cdn-images.farfetch-contents.com/37/44/99/92/37449992_70196355_480.jpg,farfetch-store
fringed sequin blouse,armani,jewelry-accessories,Jewelry-Accessories,Women,2394.26,4433.7,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-blusa-com-franjas-e-paetes-item-34920716.aspx,https://cdn-images.farfetch-contents.com/34/92/07/16/34920716_66111521_480.jpg,farfetch-store
felted wool fedora hat,armani,accessories,Accessories,Women,1147.59,1147.59,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-felted-wool-fedora-hat-item-38414126.aspx,https://cdn-images.farfetch-contents.com/38/41/41/26/38414126_71721513_480.jpg,farfetch-store
keyring with logo plaque,armani,jewelry-accessories,Jewelry-Accessories,Women,550.56,811.67,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-chaveiro-com-placa-de-logo-item-28452763.aspx,https://cdn-images.farfetch-contents.com/28/45/27/63/28452763_57822554_480.jpg,farfetch-store
square eyeglass frame,armani,clothing,Clothing,Women,554.81,554.81,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-armacao-de-oculos-quadrada-item-35160790.aspx,https://cdn-images.farfetch-contents.com/35/16/07/90/35160790_66890496_480.jpg,farfetch-store
midi dress with twisted detail,armani,dresses,Dresses,Women,2622.41,2622.41,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-vestido-midi-com-detalhe-torcido-item-37765116.aspx,https://cdn-images.farfetch-contents.com/37/76/51/16/37765116_70754718_480.jpg,farfetch-store
logo-debossed bifold cardholder,armani,bags,Bags,Women,1134.07,1134.07,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-logo-debossed-bifold-cardholder-item-38412357.aspx,https://cdn-images.farfetch-contents.com/38/41/23/57/38412357_71645895_480.jpg,farfetch-store
short-sleeve jersey blouse,armani,clothing,Clothing,Women,543.15,904.07,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-blusa-de-jersey-mangas-curtas-item-24505159.aspx,https://cdn-images.farfetch-contents.com/24/50/51/59/24505159_54663378_480.jpg,farfetch-store
slim jacket with chevron pattern,armani,clothing,Clothing,Women,4471.67,4471.67,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-jaqueta-slim-com-padronagem-chevron-item-37465512.aspx,https://cdn-images.farfetch-contents.com/37/46/55/12/37465512_70315005_480.jpg,farfetch-store
gathered midi dress with tied collar,armani,dresses,Dresses,Women,2588.89,2588.89,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-vestido-midi-franzido-com-no-na-gola-item-37669617.aspx,https://cdn-images.farfetch-contents.com/37/66/96/17/37669617_70558539_480.jpg,farfetch-store
round eyeglass frame,armani,clothing,Clothing,Women,517.78,517.78,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-armacao-de-oculos-redonda-item-35162015.aspx,https://cdn-images.farfetch-contents.com/35/16/20/15/35162015_66890404_480.jpg,farfetch-store
high-waisted bootcut jeans,armani,shoes,Shoes,Women,2317.96,2317.96,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-calca-jeans-bootcut-de-cintura-alta-item-28604097.aspx,https://cdn-images.farfetch-contents.com/28/60/40/97/28604097_57945035_480.jpg,farfetch-store
vest with chain trim and double-breasted buttons,armani,clothing,Clothing,Women,4604.44,4604.44,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-colete-com-acabamento-de-corrente-e-abotoamento-duplo-item-37760016.aspx,https://cdn-images.farfetch-contents.com/37/76/00/16/37760016_71332430_480.jpg,farfetch-store
fringed crew-neck tank top,armani,jewelry-accessories,Jewelry-Accessories,Women,4634.07,4634.07,In Stock,https://www.farfetch.com/shopping/women/giorgio-armani-regata-decote-careca-com-franjas-item-33292872.aspx,https://cdn-images.farfetch-contents.com/33/29/28/72/33292872_65200663_480.jpg,farfetch-store
